# Event Name	Frame Name	Core/Non-Core Frame Element	Frame Element Name	Frame/Frame Element Definition	Is Argument Role?	Merged Argument Role (if previous column is 3)	Is Entity?
		Non-Core	Means	An intentional action performed by the Destroyer that accomplishes the destruction.		1		0
		Non-Core	Instrument	An entity directed by the Destroyer that interacts with a Patient to accomplish the Patient's destruction.		1		1
		Non-Core	Explanation	A state of affairs that the Destroyer is responding to in destroying the Undergoer.		0		
		Non-Core	Depictive	This FE describes a participant of the state of affairs introduced by the target as being in some state during the action.		0		
		Non-Core	Containing_event	This FE denotes an event that occurs or state of affairs that holds at a time that includes the time during which the event or state of affairs reported by the target occurs and of which it is taken to be a part.		0		
		Core	Cause	The event or entity which is responsible for the destruction of the Patient. The subsequent explosions leveled most downtown office buildings. Tornados vaporized this town a few decades back.		1		1
		Non-Core	Frequency	How often the Cause or Destroyer destroys the Patient.		0		
		Non-Core	Subregion	The part of the Patient which is directly affected by the destruction. The village was devastated from the north end to the banks of the Neva.		0		
		Non-Core	Result	This FE identifies the Result of an event on the Patient.  This FE is very rare in this frame, and since the Patient is destroyed by this process, the Result is generally constrained to indicate the Patient 's resulting inexistence. All of the buildings had been razed to nothing.		0		
		Non-Core	Time	This FE identifies the time when the Destroyer destroys the Patient.		1		1
		Non-Core	Manner	Any description of the process of destruction which is not covered by more specific FEs, including epistemic modification (probably, presumably, mysteriously), secondary effects (quietly, loudly), and general descriptions comparing events (the same way). It may also indicate salient characteristics of the Destroyer that also affect the action (presumptuously, coldly, deliberately, eagerly, carefully).		0		
		Core	Patient	The entity which is destroyed by the Destroyer.  Who can unmake the ring?		1		1
		Non-Core	Degree	The degree to which the destruction is completed.		0		
	Cause_to_fragment			An Agent suddenly and often violently separates the Whole_patient into two or more smaller Pieces, resulting in the Whole_patient no longer existing as such.  Several lexical items are marked with the semantic type Negative, which indicates that the fragmentation is necessarily judged as injurious to the original Whole_patient.				
		Non-Core	Place	This FE identifies the place where the Agent breaks the Whole_patient into pieces.		1		1
		Non-Core	Time	This FE identifies the time when the Agent breaks up the Whole_patient.		1		1
		Core	Whole_patient	The entity which is destroyed by the Agent and that ends up broken into Pieces.		3	Patient	
		Non-Core	Manner	Any description of the fracturing which is not covered by more specific FEs, including epistemic modification (probably, presumably, mysteriously), force (hard, softly), secondary effects (quietly, loudly), and general descriptions comparing events (the same way). It may also indicate salient characteristics of an Agent that also affect the action (presumptuously, coldly, deliberately, eagerly, carefully).		0		
		Non-Core	Degree	The degree to which the fracturing is completed.		0		
		Non-Core	Explanation	A state of affairs that the Agent is responding to in performing the action.		0		
		Non-Core	Resistant_surface	The Resistant_surface is the surface against which a Agent presses the Whole_patient.		0		
		Core	Cause	An event which leads to the fragmentation of the Whole_patient.		3	Cause	
		Core	Pieces	The fragments of the Whole_patient that result from the Agent's action.		1		0
		Non-Core	Instrument	An entity directed by the Agent that interacts with a Whole_patient to accomplish its fracture.		3	Instrument	
		Core	Agent	The conscious entity, generally a person, that performs the intentional action that results in the Whole_patient being broken into Pieces.		3	Destroyer	
		Non-Core	Purpose	This FE identifies the purpose for which an Agent causes the break-up of the Whole_patient.		0		
		Non-Core	Result	This FE identifies the Result of an event.		0		
		Non-Core	Means	An intentional action performed by the Agent that accomplishes the breakage.		3	Means	
		Non-Core	Subregion	The part of the Whole_patient which is directly affected by the breakage.		0		
	Render_nonfunctional			An Agent affects an Artifact so that it is no longer capable of performing its inherent function.				
		Core	Cause	An inanimate entity or force that renders the Artifact non-functional.		3	Cause	
		Non-Core	Degree	Degree to which event occurs		0		
		Non-Core	Frequency	Meaning: This frame element is defined as the number of times an event occurs per some unit of time. A Frequency expression answers the question how often. It is to be distinguished from Iteration, which pertains simply to the number of times an event occurs--Iteration expressions answer the question how many times.		0		
		Non-Core	Purpose	An event that the Agent hopes to bring about by breaking an Artifact.		0		
		Core	Artifact	The device that no longer works.		3	Patient	
		Non-Core	Place	The place at which the event takes place.		1		1
		Non-Core	Depictive	This FE is used for any Depictive phrase describing the state of particpant while lack of functionality is being rendered.		0		
		Non-Core	Means	The action that the Agent performs which results in the Artifact being inoperable.		3	Means	
		Non-Core	Time	The time at which the event takes place.		1		1
		Non-Core	Manner	A holistic description of the event (e.g. the same way), including depictions of the Agent in terms of how the state of the Agent affects the overall action (e.g maliciously).		0		
		Non-Core	Duration	The length of time that the Artifact is (or has been) rendered nonfunctional.		0		
		Core	Agent	The sentient entity causes the Artifact to not function.		3	Destroyer	
Death	Death			The words in this frame describe the death of a Protagonist.  A Cause of death may also be expressed obliquely.				
		Core	Protagonist	The FE Protagonist is the being or entity that dies.  With verbs in this frame, the Protagonist is the External Argument.		3	Deceased	
		Non-Core	Result	The FE Result indicates what occurs as the result of the death of the Protagonist.		0		
		Non-Core	Depictive	The FE Depictive denotes the state of the Protagonist as the death occurred.  I think he died happy.		0		
		Non-Core	Explanation	The FE Explanation expresses any object or eventuality that brings about the Protagonist's death.		0		
		Non-Core	Maleficiary	An individual negatively affected by the death of the Protagonist.		3	Sufferer	
		Non-Core	Manner	Any description of the event which is not covered by more specific FEs, including force (hard, softly), secondary effects (quietly, loudly), and general descriptions comparing events (the same way).		0		
		Non-Core	Containing_event	This FE identifies the larger event in which the Protagonist dies, i.e. changes from living to dead.		0		
		Non-Core	Time	The FE Time denotes when the dying or killing occurs.		1		1
		Non-Core	Degree	Some measure of the event, generally frequency.		0		
		Non-Core	Place	The FE Place indicates where the death takes place.		1		1
	Losing_someone			This frame describes a Sufferer who experiences the loss of someone through death.  The LUs in this frame imply a strong emotional connection between the Sufferer and the Deceased.				
		Core	Deceased	The entity that has died.		1		1
		Non-Core	Frequency	How often the loss occurs.		0		
		Non-Core	Manner	Any description of the event which is not covered by more specific FEs, including epistemic modification (probably, presumably, mysteriously), force (hard, softly), secondary effects (quietly, loudly), and general descriptions comparing events (the same way).		0		
		Non-Core	Duration	How long the event takes place.		0		
		Core	Sufferer	The being or entity that emotionally experiences the death of the Deceased.		1		1
		Non-Core	Explanation	This FE describes how the Deceased passed away.		0		
		Non-Core	Place	The Place where the Deceased passed away.		1		1
		Non-Core	Timespan	The period over which a loss has occurred.		0		
		Non-Core	Time	The Time when the Deceased passed away.		1		1
Perception_active	Perception_active			This frame contains perception words whose perceivers intentionally direct their attention to some entity or phenomenon in order to have a perceptual experience.  For this reason we call the perceiver role in this frame Perceiver_agentive.				
		Non-Core	Manner	Manner expressions may be of lexicographic interest if they describe properties of active perception as such: closely, carefully, etc.		0		
		Core	Phenomenon	Phenomenon indicates the entity or phenomenon to which the Perceiver_agentive directs his or her attention in order to have a perceptual experience. Typically, it is expressed as an Object with verbs.		1		0
		Non-Core	Ground	Ground is the perceptual background against which the Phenomenon is experienced by the Perceiver_agentive.		0		
		Non-Core	Means	The Means indicates the tool or method the Perceiver_agentive is using to actively perceive the Phenomenon.  May be confused with Direction in cases with through-PP, but is referring more to the instrument used than the path used.		1		0
		Non-Core	Duration	This FE identifies the Duration of  time for which the Perception takes place.		0		
		Non-Core	Depictive	State is used for predicate expressions that apply to the Phenomenon, providing some information about the state it is in while the perceiver's attention is directed to it: The detective watched the suspect fleeing.		0		
		Non-Core	Obscuring_medium	The Obscuring_medium is the medium through which the Phenomenon makes itself perceivable to the Perceiver_agentive.  This is similar to the Direction, but occurs in the opposite direction and implies a movement of the Phenomenon.		0		
		Non-Core	Direction	Direction is used for all path-like expressions that describe how the perceiver's attention is directed during the act of perception, with the exception of those indicating the location of the Perceiver_agentive (which would be marked Location_of_perceiver)		1		0
		Non-Core	Expected_entity	An entity or state-of-affairs that the Perceiver_agentive hopes, fears, or expects to find within the Phenomenon.		0		
		Non-Core	Location_of_protagonist	This FE is the position of the Perceiver during the act of perception.  Typically, it is expressed in a from-PP.		0		
		Non-Core	Time	When the activity of attempting to perceive occurs.		1		1
		Core	Perceiver_agentive	The Perceiver_agentive performs some action in order to have a perceptual experience. It is expressed as an External Argument:		1		1
		Non-Core	State	State is the location, activity, or other characteristic of the Phenomenon.		0		
		Non-Core	Purpose	Some action that the Perceiver_agentive is trying to accomplish by directing their own attention.		0		
		Non-Core	Place	The general location within which the act of perception takes place.		1		1
		Non-Core	Body_part	Body_part identifies the part of the body used as a sensory organ of the Perceiver_agentive, typically expressed in a with-PP.		3	Perceiver_agentive	
Presence	Circumscribed_existence			An Entity is understood to be experienceable within a particular set of delimited Circumstances, which may be more narrowly expressed by a Time, Place.				
		Core	Time	A temporal characterization of the circumstances of the existence of an Entity.		1		1
		Core	Place	A spacial characterization of the Circumstances of the existence of the Entity.		1		1
		Core	Circumstances	A description of the state of the world in which the Entity can be experienced.		1		0
		Core	Entity	An object or event that is described as being available under delimited Conditions.		3	Entity	1
		Non-Core	Descriptor	Properties of the Entity as it exists in the stated Circumstances.		0		
	Presence			An Entity exists at a particular Location, at a particular Time, as observed by an implicit observer. A Depictive and/or Duration phrase is often found.				
		Non-Core	Degree	The degree to which the Entity is present.		0		
		Core	Location	The Location of the Entity. The Location is conceived as a ground for an event of inspection to determine the presense of the Entity.		1		1
		Non-Core	Duration	The time period during which the Entity is present. In this frame, Duration may be expressed with for preceding an event which stands for the duration of the event. In cases where the Entity is sentient, there may be an inference that the Entity's intent is to be present so as to participate in the event.		1		0
		Non-Core	Time	The time when the Entity is present at the Location.		1		11
		Non-Core	Descriptor	A characterization of the presence or absence of the Entity.		0		
		Non-Core	Depictive	A separate description of the state of the Entity when it is present.		0		
		Core	Entity	The Entity whose existence at the Location is confirmed.		1		1
		Non-Core	Purpose	The purpose of the Entity.		0		
	Existence			An Entity is declared to exist, generally irrespective of its position or even the possibility of its position being specified. Time, Duration, Inherent_purpose, and State may also be mentioned.				
		Non-Core	Depictive	This FE describes a participant of the state of affairs introduced by the target as being in some state during the action.		0		
		Non-Core	Circumstances	Circumstances marks expressions that indicate a set of conditions under which the Entity is declared to exist		3	Circumstances	
		Non-Core	Concessive	This FE signifies that the state of affairs expressed by the main clause (containing the target) occurs or holds, and something other than that state of affairs would be expected given the state of affairs in the concessive clause.		0		
		Non-Core	Place	Where the Entity exists.		3	Place	
		Non-Core	State	The condition that the Entity exists in.		0		
		Non-Core	Time	A time at which the entity is in existence.		3	Time	
		Non-Core	Viewpoint	The perspective of an individual who judges whether they consider the Entity (or further state of affairs) to exist or not.		0		
		Non-Core	Explanation	A situation, force, or entity which brings about the existence of the Entity.		0		
		Non-Core	Duration	The period during which the Entity exists.		3	Duration	
		Non-Core	Inherent_purpose	The reason why the Entity exists.  Generally, this is more specifically the reason why the Entity was made.		1		0
		Core	Entity	Some entity, abstract or concrete, which is stated to exist.		3	Entity	
Influence	Subjective_influence			An Agent, Situation or Entity has an influence on a Cognizer. The influence may be general; or it may be manifested in the Cognizer's engaging in an Action as a consequence of the influence; or the Cognizer may be influenced in how they carry out a Behavior that they are engaged in already. Alternatively, a Product may be specified whose production or design was influenced by the Cognizer's experience of the  Situation or Entity.				
		Non-Core	Place	The location in which one has influence.		1		1
		Non-Core	Event_description	This FE applies to appraisals of the Subjective_influence event.		0		
		Core	Action	An Action that the Cognizer decides to carry out as a consequence of the influence of a Situation or Entity.		1		0
		Non-Core	Descriptor	This is typically an adjective describing a nominal target.		0		
		Non-Core	Time	The Time at which the Subjective_influencing event occurs.		1		1
		Non-Core	Domain	The field in which one maintains influence.		0		
		Core	Agent	The Agent acts to influence a Cognizer.		1		1
		Core	Behavior	A Behavior that the Cognizer is engaged in independently but whose execution is subsequently influenced by the Situation or Entity.		1		0
		Core	Cognizer	The person who is influenced by the Situation or Entity.		1		1
		Core	Product	An entity that stands metonymically for the actions and considerations that produced it.		1		1
		Core	Situation	A state of affairs--- which can be an event, state or conditions---that has an influence on the Cognizer.		1		0
		Core	Entity	A person or thing that has an influence on the Cognizer.		3	Agent	
	Eventive_cognizer_affecting			An Event causes the Cognizer to accept some Content.  Although the Cognizer forms an intention, it is not entailed that he/she acts.				
		Core	Content	The new idea that the Cognizer accepts as a result of experiencing the Event.		3	Action	
		Non-Core	Manner	Any description which is not covered by more specific FEs, including secondary effects (quietly, loudly) and general descriptions comparing events (the same way).		0		
		Non-Core	Place	The location where the Cognizer accepts the Content.		1		1
		Non-Core	Degree	The degree to which the Cognizer's mind is changed.		0		
		Core	Event	The Event which motivates the Cognizer to change his/her mind.		3	Situation	
		Core	Cognizer	The person who perceives the Event and changes his or her mind.		3	Cognizer	
		Non-Core	Time	The time at which the Cognizer is affected by an outside Event.		1		1
Receiving	Post_receiving			The state-of-affairs immediately after the Recipient has come into possession of the Theme offered by the Donor.				
		Core	Recipient	The person who has just acted to come into possession of the Theme.		3	Recipient	
		Non-Core	Time	This FE indicates the Time when the Post_giving event occurs.		1		1
		Core	Donor	The person who has just given the Theme to the Recipient.		3	Donor	
		Non-Core	Manner	The way that the Recipient has the Theme		0		
		Core	Theme	The entity that changes possession, beginning in the possession of the Donor and ending up with the Recipient.		3	Theme	
	Receiving			A Recipient comes into possession of the Theme as a result of the joint action of the Donor and the Recipient.  The Receiving frame like the Giving frame requires that the Donor first has possession of the Theme and that following the transfer, the Donorno longer has the Theme and the Recipient does.				
		Non-Core	Mode_of_transfer	The system whereby the Theme travels (literally or metaphorically) so that the Recipient comes into possession of the Theme.		0		
		Non-Core	Countertransfer	A good given or a service rendered by the Recipient, in return for wich the Theme is given to the Recipient by the Donor.		0		
		Non-Core	Role	A role that the Theme is intended to fill by the Donor.		0		
		Core	Donor	The person who gives the Theme to the Recipient.		1		1
		Non-Core	Purpose_of_donor	The aim of the Donor, which they believe will be accomplished by giving  the Theme.		0		
		Non-Core	Manner	The character of the Recipient which saliently affects the action, or a general description of the action itself.		0		
		Non-Core	Means	The act that the Recipient performs which brings about their reception of the Theme.		0		
		Non-Core	Purpose_of_theme	What the Recipient intends to do with the Theme.		0		
		Non-Core	Depictive	The state of the Recipient or Theme during the action.		0		
		Core	Theme	The entity that changes possession, beginning in the possession of the Donor and ending up with the Recipient.		1		1
		Core	Recipient	The person who acts to come into possession of the Theme.		1		1
		Non-Core	Place	The location at which the Recipient comes into possession of the Theme.		1		1
		Non-Core	Path	When the Theme is received physically by the Recipient from the Donor, the Path of motion of the Theme  may be specified.		0		
		Non-Core	Time	The time at which the Recipient comes into possession of the Theme.		1		1
Check	Verification			An Inspector attains a degree of certainty in the Unconfirmed_content, generally by inspecting some evidence.				
		Non-Core	Place	This FE describes where the verificiation event takes place.		1		1
		Core	Medium	The Medium is the piece of text or work in which the Inspector verifies the Unconfirmed_content:		0		
		Non-Core	Means	An action performed by the Inspector by which the Inspector manages to establish the truth of the Unconfirmed_content.		1		0
		Non-Core	Condition	The conditions under which the the verification will occur.		0		
		Non-Core	Purpose	The state of affairs that the Inspector hopes to bring about by going through the verification.		0		
		Non-Core	Descriptor	This FE describes a characteristic of the verification event.		0		
		Non-Core	Explanation	The reason for the state of the verification event.		0		
		Non-Core	Time	This FE describes the Time at which the verification event takes place.		1		1
		Core	Inspector	The individual or individuals that ascertain that the Unconfirmed_content is true.		1		1
		Non-Core	Manner	Any description of the verification which is not covered by more specific FEs, including epistemic modification (probably, presumably, mysteriously), force (hard, softly), secondary effects (quietly, loudly), and general descriptions comparing events (the same way). It may also indicate salient characteristics of an Inspector that also affect the action (presumptuously, coldly, deliberately, eagerly, carefully).		0		
		Non-Core	Communicative_force	This FE indicates the Communicative_force or authority with which the target operates (often denoted by words such as "officially," "formally," "technically," etc.).		0		
		Non-Core	Degree	The amount of certainty which the Inspector achieves after the process of verification.		0		
		Core	Unconfirmed_content	An open proposition that the Inspector decides by examining evidence.  It is usually a propostion put forward which some parties would disbelieve or contest.		1		0
		Non-Core	Instrument	A tool or instrument used by the Inspector in the verification process.		1		1
Hostile_encounter	Hostile_encounter			This frame consists of words that describe a hostile encounter between opposing forces (Side_1 and Side_2, collectively conceptualizable as Sides) over a disputed Issue and/or in order to reach a specific  Purpose.				
		Non-Core	Explanation	The Explanation for which an event occurs.		0		
		Non-Core	Degree	The Degree to which an event occurs.		0		
		Non-Core	Instrument	The Instrument with which an intentional act is performed.		1		1
		Core	Side_1	One of two participants in a hostile encounter.		1		1
		Non-Core	Place	The location at which the hostile encounter takes place.		1		1
		Non-Core	Particular_iteration	Expressions marked with this extra-thematic FE modify a non-iterative use of the target, and indicate that it is conceived as embedded within an iterated series of similar events or states.		0		
		Core	Purpose	The desired result of the outcome of the hostile encounter for the Side_1 or for all the Sides collectively.  It may either directly refer to the state of affairs that is desired, e.g.		1		0
		Non-Core	Depictive	A Depictive phrase describing the actor of an action.		0		
		Core	Side_2	One of two participants in a hostile encounter, usually the second mentioned.		1		1
		Core	Sides	The jointly expressed sides in a hostile encounter.		1		1
		Non-Core	Manner	Any expression which describes a property of the hostile encounter. Descriptions of the intensity count as Manner expressions. After Brundle's Jaguar took off like a scalded cat, it was Mass who hunted it down, an soon engaged it in a lurid battle.		0		
		Non-Core	Means	Means describes the way in which a side engages in a hostile encounter. President Corazon Aquino of the Philippines is bracing herself for a legal battle over her decision to allow the remains of the former president, Ferdinand Marcos, to be returned home from Hawaii for burial.		0		
		Core	Issue	An unresolved question over which the two sides of a hostile encounter are in disagreement.		1		0
		Non-Core	Time	The Time at which the hostile encounter occurs.		1		1
		Non-Core	Internal_cause	The body movement may be prompted by either some outside phenomenon or occurrence, or by an Internal Cause, the Agent's mental or emotional state.  Internal Cause is expressed in a PP complement.		0		
		Non-Core	Result	The Result of an event.		0		
		Non-Core	Duration	The amount of time for which a state holds or a process is ongoing.		0		
Killing	Killing			A Killer or Cause causes the death of the Victim.				
		Non-Core	Time	The point or period of time within which the Victim is killed.		1		1
		Non-Core	Depictive	The state of the Killer or Victim during the killing.		0		
		Non-Core	Degree	The Degree appears with adjectives to describe the killing potential of an object or with nouns to describe how widespread the killing is.		0		
		Core	Means	The method or action that the Killer or Cause performs resulting in the death of the Victim.		1		0
		Non-Core	Circumstances	Circumstances describe the state of the world (at a particular time and place) which is specifically independent of the event itself and any of its participants.		0		
		Core	Killer	The person or sentient entity that causes the death of the Victim.		1		1
		Core	Cause	An inanimate entity or process that causes the death of the Victim.		1		1
		Non-Core	Beneficiary	This extra-thematic FE applies to participants that derive a benefit from the occurrence of the event specified by the target predicate.		0		
		Non-Core	Frequency	This frame element is defined as the number of times an event occurs per some unit of time. A Frequency expression answers the question how often.		0		
		Non-Core	Purpose	The state of affairs that the Killer is trying to bring about by killing.		0		
		Core	Victim	The living entity that dies as a result of the killing.		1		1
		Non-Core	Manner	Any description of the event which is not covered by more specific FEs, including force (hard, softly), secondary effects (quietly, loudly), and general descriptions comparing events (the same way). It may indicate salient characteristics of a Killer that also affect the action (presumptuously, coldly, deliberately, eagerly, carefully).		0		
		Non-Core	Place	The location where the death took place.		1		1
		Non-Core	Result	The state of the Victim that results from being killed.  (Normally this is somewhat redundant.)		0		
		Core	Instrument	The device used by the Killer to bring about the death of the Victim.		1		1
		Non-Core	Period_of_iterations	The length of time from when the event denoted by the target began to be repeated to when it stopped.		0		
		Non-Core	Explanation	The preexisting state of affairs that the Killer is responding to.		0		
		Non-Core	Containing_event	This FE denotes an event that occurs or state of affairs that holds at a time that includes the time during which the event or state of affairs reported by the target occurs and of which it is taken to be a part.		0		
Conquering	Conquering			This frame describes a Theme losing its autonomy and perhaps sustaining material damage as the result of a successful invasion on the behalf of a Conqueror.				
		Core	Theme	The Theme is the land, government, and its people that is seized by the Conqueror.		1		1
		Non-Core	Means	The action by which the conquering event is made possible through the efforts of the Conqueror.		1		0
		Non-Core	Instrument	The tool used by the Conqueror to seize the Theme.		0		
		Non-Core	Manner	The manner in which the Conqueror takes over the Theme.		0		
		Non-Core	Depictive	This FE describes a participant of the state of affairs introduced by the target as being in some state during the action.		0		
		Non-Core	Degree	This FE describes the intensity and extent of the conquering event.		0		
		Non-Core	Frequency	Frequency is the number of times the Conquering event occurs per some unit of time.		0		
		Non-Core	Time	The Time at which the Conqueror seizes the Theme.		1		1
		Non-Core	Purpose	The reason why the Conqueror seized the Theme.		0		
		Non-Core	Place	The location where the Conqueror takes over the Theme.		1		1
		Core	Conqueror	The Conqueror is the entity that overtakes the Theme.		1		1
Releasing	Releasing_from_custody			The Authorities release a Suspect who has been held under suspicion of having committed a crime.				
		Non-Core	Means	The Means identifies the means by which the Authorities release the Suspect.		0		
		Non-Core	Time	The Time identifies when the Authorities release the Suspect .		1		1
		Core	Holding_location	The place that the Suspect is no longer confined to.		3	Location_of_confinement	
		Non-Core	Explanation	The Explanation identifies the reason for which the Authorities are releasing the Suspect.		0		
		Core	Suspect	The Suspect is the person released by the Authorities, having been held under suspicion of having committed a crime.		3	Theme	
		Core	Authorities	The Authorities are those who have the official authority to release a Suspect.		1		1
		Non-Core	Place	The Place identifies the place where the Authorities release the Suspect .		1		1
		Non-Core	Manner	The Manner is the way in which the Authorities release the Suspect.		0		
		Non-Core	Purpose	The Purpose identifies the purpose for which the Authorities release the Suspect.		0		
	Bail_decision			This frame covers a step in a criminal process in which a  Judge decides whether the Accused should be released on bail, and, if so, what the amount of the bail should be.				
		Core	Judge	The Judge, as head of  the Court, determines the Accused's bail.		3	Authorities	
		Non-Core	Time	This FE identifies the Time when the bail setting occurs.		1		1
		Non-Core	Means	The method used by the Judge to set the bail.		0		
		Core	Accused	At the time of bail setting, the Accused is held without bail/bond, released on his/her own recognizance, or required to give the Court  a specific amount of money for bail.		3	Theme	
		Non-Core	Place	This FE identifies the Place where the bail setting occurs.		1		1
		Core	Status	Status idenitifies the decision made with regard to bail.  The possible statuses are "without bail/bond", "on one's own recognizance", or a specific amount of money required for bail.		1		0
		Non-Core	Purpose	The purpose for which the Judge sets bail.		0		
		Non-Core	Manner	Any description of the bail setting which is not covered by more specific FEs, including, secondary effects (openly), and general descriptions comparing events (the same way). It may also indicate salient characteristics of an Judge that also affect the action (presumptuously, coldly, deliberately, eagerly, carefully).		0		
	Releasing			A Captor ends the captivity or inhibition of the motion of a Theme from the Location_of_confinement. The release is in accord with the plans of the Captor.				
		Core	Location_of_confinement	The location to which the Theme's motion was formerly inhibited.		1		1
		Non-Core	Purpose	The Purpose identifies the purpose for which the Captor release the Theme.		0		
		Non-Core	Manner	Any description of the release which is not covered by more specific FEs, including secondary effects (quietly, loudly), and general descriptions comparing events (the same way). In addition, it may indicate salient characteristics of an Captor that also affect the action (presumptuously, coldly, deliberately, eagerly, carefully).		0		
		Non-Core	Means	The action of the Captor which brings about the release.		0		
		Non-Core	Concessive	This FE signifies that the state of affairs expressed by the main clause (containing the target) occurs or holds, and something other than that state of affairs would be expected given the state of affairs in the concessive clause.		0		
		Core	Captor	The Captor is the individual who ends the confinement or captivity of the Theme. The release of the Theme is in accord with the plans of the Captor.		3	Authorities	
		Non-Core	Circumstances	The state of the world when the Releasing event occurs.		0		
		Core	Theme	The Theme is the person or object in motion released by the Captor.		1		1
		Non-Core	Place	The location where the Theme ceases to be confined.		1		1
		Non-Core	Explanation	The Explanation identifies the reason for which the Captor are releasing the Theme.		0		
		Non-Core	Time	The Time identifies when the Captor release the Theme .		1		1
	Freeing_from_confinement			An Agent causes a Theme which was held captive to be free from a Location_of_confinement, against the wishes of the captors.				
		Core	Agent	The Agent causes the confinement or captivity  of the Theme to end, against the intentions of the captor.		3	Authorities	
		Non-Core	Circumstances	The state of the world when the event of setting free occurs.		0		
		Non-Core	Time	The Time identifies when the Agent frees the Theme .		1		1
		Non-Core	Concessive	This FE signifies that the state of affairs expressed by the main clause (containing the target) occurs or holds, and something other than that state of affairs would be expected given the state of affairs in the concessive clause.		0		
		Core	Theme	The Theme is the person or object which is released by the Agent.		3	Theme	
		Non-Core	Manner	Any description of the release which is not covered by more specific FEs, including secondary effects (quietly, loudly), and general descriptions comparing events (the same way). In addition, it may indicate salient characteristics of an Agent that also affect the action (presumptuously, coldly, deliberately, eagerly, carefully).		0		
		Non-Core	Place	The location where the Theme ceases to be confined.		1		1
		Non-Core	Means	The action of the Agent which brings about the release.		0		
		Non-Core	Explanation	The Explanation identifies the reason for which the Agent sets the Theme free.		0		
		Core	Location_of_confinement	The location to which the Theme's motion was formerly inhibited.		3	Location_of_confinement	
		Non-Core	Purpose	The Purpose identifies the purpose for which the Agent releases the Theme.		0		
	Breaking_out_captive			An Agent brings about the end of a Theme's captivity at a Location_of_confinement in contravention of the plans or desires of a captor.				
		Non-Core	Explanation	The Explanation identifies the reason for which the Agent releases the Theme.		0		
		Non-Core	Means	The action of the Agent which brings about the release.		0		
		Non-Core	Circumstances	The state of the world when the Releasing event occurs.		0		
		Non-Core	Purpose	The Purpose identifies the purpose for which the Agent release the Theme.		0		
		Core	Agent	The Agent is the individual who ends the confinement or captivity of the Theme.		3	Authorities	
		Non-Core	Manner	Any description of the release which is not covered by more specific FEs, including secondary effects (quietly, loudly), and general descriptions comparing events (the same way). In addition, it may indicate salient characteristics of an Agent that also affect the action (presumptuously, coldly, deliberately, eagerly, carefully).		0		
		Non-Core	Time	The Time identifies when the Agent release the Theme .		1		1
		Core	Theme	The Theme is the person or object in motion released by the Agent.		3	Theme	
		Non-Core	Concessive	This FE signifies that the state of affairs expressed by the main clause (containing the target) occurs or holds, and something other than that state of affairs would be expected given the state of affairs in the concessive clause.		0		
		Non-Core	Place	The location where the Theme ceases to be confined.		1		1
		Core	Location_of_confinement	The location to which the Theme's motion was formerly inhibited.		3	Location_of_confinement	
Attack	Counterattack			An Assailant physically attacks a Victim (which is usually but not always sentient), causing or intending to cause the Victim physical damage. The attack is a response to an earlier attack by the Victim on the current Assailant (or by actors associated with the Assailant or Victim).				
		Non-Core	Path	The Path refers to (a part of) the ground over which the Assailant travels.		0		
		Non-Core	Re-encoding	This FE presents the current frame as an integral part of a larger conceptualization expressed by another frame. The frame expressed by the target typically corresponds to a Means action within the frame expressed by the Re-encoding, but not necessarily.		0		
		Non-Core	Means	An intentional action performed by the Assailant that accomplishes the assault.		3	Means	
		Core	Assailant	The person (or other self-directed entity) that is responding to a prior attack by attempting physical harm to the Victim.		3	Assailant	
		Non-Core	Result	The Result of the attack on the Victim by the Assailant.		0		
		Non-Core	Particular_iteration	Expressions marked with this extra-thematic FE modify a non-iterative use of the target, and indicate that it is conceived as embedded within an iterated series of similar events or states. In addition, most expressions of Particular_iteration indicate which instance of the series is being referred to.		0		
		Non-Core	Explanation	A state of affairs that the Assailant is responding to that leads them to make an assault on the Victim.		0		
		Non-Core	Depictive	This FE is used for any Depictive phrase describeing the state of the Assailant or Victim while the Attack occurs.		0		
		Non-Core	Manner	Any description of the event which is not covered by more specific FEs, including epistemic modification (probably, presumably, mysteriously), force (hard, softly), secondary effects (quietly, loudly), and general descriptions comparing events (the same way). It may also indicate salient characteristics of an Assailant that also affect the action (presumptuously, coldly, deliberately, eagerly, carefully).		0		
		Non-Core	Iterations	The frame element Iterations is used for expressions that indicate the number of times an event or state (of the kind denoted by the target in its clause) has taken place or held. Examples include once, twice, [Cardinal expression] + times, a lot.		0		
		Non-Core	Circumstances	Circumstances describe the state of the world (at a particular time and place) which is specifically independent of the event itself and any of its participants.		0		
		Non-Core	Place	This FE identifies the place where the Assailant makes an assault on the Victim.		1		1
		Non-Core	Weapon	An entity used by the Assailant to cause damage to the Victim.		3	Weapon	
		Non-Core	Time	This FE identifies the time when the Assailant attacks the Victim.		1		1
		Non-Core	Containing_event	This FE denotes an event that occurs or state of affairs that holds at a time that includes the time during which the event or state of affairs reported by the target occurs and of which it is taken to be a part.		0		
		Core	Victim	This FE is the being or entity that is injured by the Assailant's attack.		3	Victim	
		Non-Core	Event_description	In general, this FE is used for phrases that describe the clause of the target as a whole. There are two somewhat distinct subgroups of sentence modifiers that cover this function.		0		
